0	0.456
10	0.4617
20	0.4653
30	0.4666
40	0.4678
50	0.4713
60	0.4767
70	0.4816
80	0.4829
90	0.4803
100	0.4761
110	0.473
120	0.4723
130	0.4725
140	0.4717
150	0.469
160	0.4651
170	0.462
180	0.4604
190	0.4603
200	0.4607
210	0.4611
220	0.4611
230	0.4604
240	0.4592
250	0.4575
260	0.4562
270	0.4561
280	0.4568
290	0.4573
300	0.4566
310	0.4552
320	0.4545
330	0.4556
340	0.4581
350	0.4603
360	0.4607
370	0.4597
380	0.4585
390	0.458
400	0.4576
410	0.4563
420	0.4539
430	0.4517
440	0.4512
450	0.4525
460	0.4544
470	0.4552
480	0.4543
490	0.4524
500	0.4507
510	0.4494
520	0.4479
530	0.4453
540	0.4426
550	0.4416
560	0.4435
570	0.4479
580	0.4527
590	0.4557
600	0.4561
610	0.4553
620	0.4554
630	0.4574
640	0.4604
650	0.4623
660	0.4625
670	0.4617
680	0.4616
690	0.4629
700	0.4648
710	0.466
720	0.4661
730	0.466
740	0.4663
750	0.4668
760	0.4659
770	0.4629
780	0.4586
790	0.4549
800	0.4529
810	0.4519
820	0.4506
830	0.449
840	0.4489
850	0.452
860	0.4576
870	0.4623
880	0.4635
890	0.4622
900	0.4621
910	0.4658
920	0.4717
930	0.4759
940	0.4762
950	0.4745
960	0.475
970	0.4799
980	0.4872
990	0.4927
1000	0.4934
